id,sample_id,name,application_label,is_system_app,version_name
299800545,7460471,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299800576,7460471,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299800587,7460472,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299800618,7460472,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299800663,7460474,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299800694,7460474,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299800807,7460478,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299800838,7460478,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299800883,7460480,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299800914,7460480,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299800985,7460483,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299801023,7460483,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299801076,7460486,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299801107,7460486,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299801221,7460490,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299801252,7460490,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299801298,7460492,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299801329,7460492,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299801384,7460495,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299801412,7460495,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299801431,7460497,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299801459,7460497,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299801478,7460499,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299801506,7460499,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299801525,7460501,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299801553,7460501,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299801599,7460503,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299801627,7460503,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299801707,7460507,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299801770,7460507,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299801820,7460509,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299801848,7460509,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299801929,7460512,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299801957,7460512,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299802034,7460515,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299802062,7460515,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299802141,7460518,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299802169,7460518,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299802316,7460523,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299802344,7460523,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299802658,7460533,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299802686,7460533,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299802828,7460538,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299802856,7460538,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299802969,7460542,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299802997,7460542,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299803009,7460543,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299803037,7460543,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299803049,7460544,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299803081,7460544,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299803093,7460545,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299803123,7460545,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299803136,7460546,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299803166,7460546,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299803179,7460547,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299803209,7460547,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299803222,7460548,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299803249,7460548,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299803273,7460549,com.android.bluetooth,Bluetooth,1,6.0.1
299803302,7460550,com.android.bluetooth,Bluetooth,1,6.0.1
299803331,7460551,com.android.bluetooth,Bluetooth,1,6.0.1
299803360,7460552,com.android.bluetooth,Bluetooth,1,6.0.1
299803389,7460553,com.android.bluetooth,Bluetooth,1,6.0.1
299803418,7460554,com.android.bluetooth,Bluetooth,1,6.0.1
299803448,7460555,com.android.bluetooth,Bluetooth,1,6.0.1
299803478,7460556,com.android.bluetooth,Bluetooth,1,6.0.1
299803508,7460557,com.android.bluetooth,Bluetooth,1,6.0.1
299803538,7460558,com.android.bluetooth,Bluetooth,1,6.0.1
299803564,7460559,com.android.bluetooth,Bluetooth,1,6.0.1
299803597,7460560,com.android.bluetooth,Bluetooth,1,6.0.1
299803627,7460561,com.android.bluetooth,Bluetooth,1,6.0.1
299803659,7460562,com.android.bluetooth,Bluetooth,1,6.0.1
299803690,7460563,com.android.bluetooth,Bluetooth,1,6.0.1
299803722,7460564,com.android.bluetooth,Bluetooth,1,6.0.1
299803753,7460565,com.android.bluetooth,Bluetooth,1,6.0.1
299803784,7460566,com.android.bluetooth,Bluetooth,1,6.0.1
299803812,7460567,com.android.bluetooth,Bluetooth,1,6.0.1
299803842,7460568,com.android.bluetooth,Bluetooth,1,6.0.1
299803875,7460569,com.android.bluetooth,Bluetooth,1,6.0.1
299803907,7460570,com.android.bluetooth,Bluetooth,1,6.0.1
299803938,7460571,com.android.bluetooth,Bluetooth,1,6.0.1
299803968,7460572,com.android.bluetooth,Bluetooth,1,6.0.1
299803987,7460573,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299804014,7460573,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299804036,7460574,com.android.bluetooth,Bluetooth,1,6.0.1
299804066,7460575,com.android.bluetooth,Bluetooth,1,6.0.1
299804096,7460576,com.android.bluetooth,Bluetooth,1,6.0.1
299804126,7460577,com.android.bluetooth,Bluetooth,1,6.0.1
299804156,7460578,com.android.bluetooth,Bluetooth,1,6.0.1
299804186,7460579,com.android.bluetooth,Bluetooth,1,6.0.1
299804218,7460580,com.android.bluetooth,Bluetooth,1,6.0.1
299804250,7460581,com.android.bluetooth,Bluetooth,1,6.0.1
299804271,7460582,com.android.bluetooth,Bluetooth,1,7.1.2
299804326,7460583,com.android.bluetooth,Bluetooth,1,6.0.1
299804356,7460584,com.android.bluetooth,Bluetooth,1,6.0.1
299804386,7460585,com.android.bluetooth,Bluetooth,1,6.0.1
299804416,7460586,com.android.bluetooth,Bluetooth,1,6.0.1
299804446,7460587,com.android.bluetooth,Bluetooth,1,6.0.1
299804476,7460588,com.android.bluetooth,Bluetooth,1,6.0.1
299804506,7460589,com.android.bluetooth,Bluetooth,1,6.0.1
299804536,7460590,com.android.bluetooth,Bluetooth,1,6.0.1
299804566,7460591,com.android.bluetooth,Bluetooth,1,6.0.1
299804596,7460592,com.android.bluetooth,Bluetooth,1,6.0.1
299804626,7460593,com.android.bluetooth,Bluetooth,1,6.0.1
299804656,7460594,com.android.bluetooth,Bluetooth,1,6.0.1
299804686,7460595,com.android.bluetooth,Bluetooth,1,6.0.1
299804716,7460596,com.android.bluetooth,Bluetooth,1,6.0.1
299804746,7460597,com.android.bluetooth,Bluetooth,1,6.0.1
299804764,7460598,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299804791,7460598,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299804814,7460599,com.android.bluetooth,Bluetooth,1,6.0.1
299804844,7460600,com.android.bluetooth,Bluetooth,1,6.0.1
299804874,7460601,com.android.bluetooth,Bluetooth,1,6.0.1
299804904,7460602,com.android.bluetooth,Bluetooth,1,6.0.1
299804922,7460603,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299804949,7460603,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299804960,7460604,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299804987,7460604,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299804998,7460605,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299805026,7460605,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299805037,7460606,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299805065,7460606,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299805076,7460607,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299805103,7460607,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299805114,7460608,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299805141,7460608,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299805152,7460609,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299805179,7460609,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299805190,7460610,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299805217,7460610,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299805242,7460611,com.android.bluetooth,Bluetooth,1,6.0.1
299805274,7460612,com.android.bluetooth,Bluetooth,1,6.0.1
299805304,7460613,com.android.bluetooth,Bluetooth,1,6.0.1
299805334,7460614,com.android.bluetooth,Bluetooth,1,6.0.1
299805364,7460615,com.android.bluetooth,Bluetooth,1,6.0.1
299805396,7460616,com.android.bluetooth,Bluetooth,1,6.0.1
299805427,7460617,com.android.bluetooth,Bluetooth,1,6.0.1
299805457,7460618,com.android.bluetooth,Bluetooth,1,6.0.1
299805487,7460619,com.android.bluetooth,Bluetooth,1,6.0.1
299805505,7460620,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299805534,7460620,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299805558,7460621,com.android.bluetooth,Bluetooth,1,6.0.1
299805588,7460622,com.android.bluetooth,Bluetooth,1,6.0.1
299805618,7460623,com.android.bluetooth,Bluetooth,1,6.0.1
299805649,7460624,com.android.bluetooth,Bluetooth,1,6.0.1
299805680,7460625,com.android.bluetooth,Bluetooth,1,6.0.1
299805710,7460626,com.android.bluetooth,Bluetooth,1,6.0.1
299805740,7460627,com.android.bluetooth,Bluetooth,1,6.0.1
299805771,7460628,com.android.bluetooth,Bluetooth,1,6.0.1
299805802,7460629,com.android.bluetooth,Bluetooth,1,6.0.1
299805832,7460630,com.android.bluetooth,Bluetooth,1,6.0.1
299805863,7460631,com.android.bluetooth,Bluetooth,1,6.0.1
299805894,7460632,com.android.bluetooth,Bluetooth,1,6.0.1
299805924,7460633,com.android.bluetooth,Bluetooth,1,6.0.1
299805955,7460635,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299805962,7460634,com.android.bluetooth,Bluetooth,1,6.0.1
299806001,7460635,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299806025,7460636,com.android.bluetooth,Bluetooth,1,6.0.1
299806054,7460637,com.android.bluetooth,Bluetooth,1,6.0.1
299806083,7460638,com.android.bluetooth,Bluetooth,1,6.0.1
299806112,7460639,com.android.bluetooth,Bluetooth,1,6.0.1
299806142,7460640,com.android.bluetooth,Bluetooth,1,6.0.1
299806173,7460641,com.android.bluetooth,Bluetooth,1,6.0.1
299806202,7460642,com.android.bluetooth,Bluetooth,1,6.0.1
299806231,7460643,com.android.bluetooth,Bluetooth,1,6.0.1
299806260,7460644,com.android.bluetooth,Bluetooth,1,6.0.1
299806289,7460645,com.android.bluetooth,Bluetooth,1,6.0.1
299806318,7460646,com.android.bluetooth,Bluetooth,1,6.0.1
299806348,7460647,com.android.bluetooth,Bluetooth,1,6.0.1
299806379,7460648,com.android.bluetooth,Bluetooth,1,6.0.1
299806409,7460649,com.android.bluetooth,Bluetooth,1,6.0.1
299806441,7460650,com.android.bluetooth,Bluetooth,1,6.0.1
299806473,7460651,com.android.bluetooth,Bluetooth,1,6.0.1
299806492,7460652,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299806522,7460652,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299806534,7460653,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299806561,7460653,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299806572,7460654,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299806599,7460654,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299806610,7460655,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299806637,7460655,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299806648,7460656,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299806684,7460657,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299806720,7460658,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299806756,7460659,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299806792,7460660,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299806828,7460661,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299806864,7460662,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299806900,7460663,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299806936,7460664,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299806972,7460665,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299807008,7460666,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299807044,7460667,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299807080,7460668,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299807116,7460669,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299807152,7460670,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299807188,7460671,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299807224,7460672,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299807264,7460673,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299807302,7460674,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299807340,7460675,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299807378,7460676,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299807404,7460676,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299807415,7460677,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299807441,7460677,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299807452,7460678,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299807478,7460678,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299807489,7460679,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299807516,7460679,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299807527,7460680,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299807554,7460680,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299807565,7460681,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299807592,7460681,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299807603,7460682,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299807630,7460682,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299807641,7460683,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299807669,7460683,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299807680,7460684,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299807708,7460684,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299807719,7460685,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299807747,7460685,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299807758,7460686,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299807786,7460686,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299807797,7460687,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299807825,7460687,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299807836,7460688,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299807864,7460688,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299807875,7460689,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299807903,7460689,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299807915,7460690,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299807943,7460690,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299807955,7460691,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299807986,7460691,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299808011,7460692,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299808036,7460693,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299808057,7460694,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299808069,7460695,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299808095,7460695,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299808116,7460696,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299808148,7460698,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299808164,7460697,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299808211,7460699,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299808255,7460700,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299808304,7460701,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299808348,7460702,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299808372,7460703,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299808414,7460704,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299808456,7460705,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299808500,7460706,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299808524,7460707,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299808567,7460708,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299808610,7460709,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299808655,7460710,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299808660,7460711,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299808698,7460711,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299808709,7460712,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299808759,7460713,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299808802,7460714,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299808850,7460715,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299808874,7460716,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299808917,7460717,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299808973,7460719,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299808979,7460718,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299809019,7460720,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299809045,7460720,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299809068,7460721,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299809112,7460722,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299809136,7460723,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299809180,7460724,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299809221,7460725,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299809241,7460727,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299809267,7460727,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299809291,7460728,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299809313,7460729,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299809326,7460730,com.android.bluetooth,"Bluetooth share",1,4.1
299809333,7460730,com.tracfone.wifiutility,"Wi-Fi Utility",1,A2.6.23
299809349,7460730,com.jrdcom.jrdwfcmanager,"Wi-Fi calling",1,1.0.1
299809371,7460731,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299809377,7460732,com.android.bluetooth,"Bluetooth share",1,4.1
299809387,7460732,com.tracfone.wifiutility,"Wi-Fi Utility",1,A2.6.23
299809406,7460732,com.jrdcom.jrdwfcmanager,"Wi-Fi calling",1,1.0.1
299809415,7460733,com.android.bluetooth,"Bluetooth share",1,4.1
299809422,7460733,com.tracfone.wifiutility,"Wi-Fi Utility",1,A2.6.23
299809438,7460733,com.jrdcom.jrdwfcmanager,"Wi-Fi calling",1,1.0.1
299809447,7460734,com.android.bluetooth,"Bluetooth share",1,4.1
299809454,7460734,com.tracfone.wifiutility,"Wi-Fi Utility",1,A2.6.23
299809470,7460734,com.jrdcom.jrdwfcmanager,"Wi-Fi calling",1,1.0.1
299809479,7460735,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299809505,7460735,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299809523,7460737,com.android.bluetooth,"Bluetooth share",1,4.1
299809532,7460737,com.tracfone.wifiutility,"Wi-Fi Utility",1,A2.6.23
299809543,7460736,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299809557,7460737,com.jrdcom.jrdwfcmanager,"Wi-Fi calling",1,1.0.1
299809574,7460738,com.android.bluetooth,"Bluetooth share",1,4.1
299809581,7460738,com.tracfone.wifiutility,"Wi-Fi Utility",1,A2.6.23
299809598,7460738,com.jrdcom.jrdwfcmanager,"Wi-Fi calling",1,1.0.1
299809607,7460739,com.android.bluetooth,"Bluetooth share",1,4.1
299809614,7460739,com.tracfone.wifiutility,"Wi-Fi Utility",1,A2.6.23
299809631,7460739,com.jrdcom.jrdwfcmanager,"Wi-Fi calling",1,1.0.1
299809652,7460740,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299809664,7460741,com.android.bluetooth,"Bluetooth share",1,4.1
299809671,7460741,com.tracfone.wifiutility,"Wi-Fi Utility",1,A2.6.23
299809687,7460741,com.jrdcom.jrdwfcmanager,"Wi-Fi calling",1,1.0.1
299809695,7460742,com.android.bluetooth,"Bluetooth share",1,4.1
299809702,7460742,com.tracfone.wifiutility,"Wi-Fi Utility",1,A2.6.23
299809718,7460742,com.jrdcom.jrdwfcmanager,"Wi-Fi calling",1,1.0.1
299809726,7460743,com.android.bluetooth,"Bluetooth share",1,4.1
299809733,7460743,com.tracfone.wifiutility,"Wi-Fi Utility",1,A2.6.23
299809749,7460743,com.jrdcom.jrdwfcmanager,"Wi-Fi calling",1,1.0.1
299809757,7460744,com.android.bluetooth,"Bluetooth share",1,4.1
299809776,7460744,com.jrdcom.jrdwfcmanager,"Wi-Fi calling",1,1.0.1
299809794,7460745,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299809799,7460746,com.android.bluetooth,"Bluetooth share",1,4.1
299809808,7460746,com.tracfone.wifiutility,"Wi-Fi Utility",1,A2.6.23
299809823,7460746,com.jrdcom.jrdwfcmanager,"Wi-Fi calling",1,1.0.1
299809842,7460747,com.android.bluetooth,"Bluetooth share",1,4.1
299809851,7460747,com.tracfone.wifiutility,"Wi-Fi Utility",1,A2.6.23
299809867,7460747,com.jrdcom.jrdwfcmanager,"Wi-Fi calling",1,1.0.1
299809878,7460748,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299809908,7460748,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299809920,7460749,com.android.bluetooth,"Bluetooth share",1,4.1
299809929,7460749,com.tracfone.wifiutility,"Wi-Fi Utility",1,A2.6.23
299809943,7460749,com.jrdcom.jrdwfcmanager,"Wi-Fi calling",1,1.0.1
299809965,7460750,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299809977,7460751,com.android.bluetooth,"Bluetooth share",1,4.1
299809986,7460751,com.tracfone.wifiutility,"Wi-Fi Utility",1,A2.6.23
299810001,7460751,com.jrdcom.jrdwfcmanager,"Wi-Fi calling",1,1.0.1
299810011,7460752,com.android.bluetooth,"Bluetooth share",1,4.1
299810019,7460752,com.tracfone.wifiutility,"Wi-Fi Utility",1,A2.6.23
299810031,7460752,com.jrdcom.jrdwfcmanager,"Wi-Fi calling",1,1.0.1
299810039,7460753,com.android.bluetooth,"Bluetooth share",1,4.1
299810047,7460753,com.tracfone.wifiutility,"Wi-Fi Utility",1,A2.6.23
299810059,7460753,com.jrdcom.jrdwfcmanager,"Wi-Fi calling",1,1.0.1
299810067,7460754,com.android.bluetooth,"Bluetooth share",1,4.1
299810075,7460754,com.tracfone.wifiutility,"Wi-Fi Utility",1,A2.6.23
299810087,7460754,com.jrdcom.jrdwfcmanager,"Wi-Fi calling",1,1.0.1
299810112,7460755,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299810117,7460756,com.android.bluetooth,"Bluetooth share",1,4.1
299810124,7460756,com.tracfone.wifiutility,"Wi-Fi Utility",1,A2.6.23
299810145,7460756,com.jrdcom.jrdwfcmanager,"Wi-Fi calling",1,1.0.1
299810152,7460757,com.android.bluetooth,"Bluetooth share",1,4.1
299810159,7460757,com.tracfone.wifiutility,"Wi-Fi Utility",1,A2.6.23
299810174,7460757,com.jrdcom.jrdwfcmanager,"Wi-Fi calling",1,1.0.1
299810198,7460758,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299810209,7460759,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299810235,7460759,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299810258,7460760,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299810287,7460761,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299810315,7460762,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299810338,7460763,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299810367,7460764,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299810378,7460765,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299810404,7460765,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299810432,7460766,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299810455,7460767,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299810467,7460768,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299810497,7460768,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299810509,7460769,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299810535,7460769,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299810563,7460770,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299810591,7460771,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299810596,7460772,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299810628,7460772,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
299810657,7460773,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299810680,7460774,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299810709,7460775,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299810732,7460776,com.mediatek.bluetooth,Bluetooth,1,4.4.2
299810744,7460777,com.android.bluetooth,"Bluetooth Share",1,6.0.1
299810774,7460777,com.jrdcom.jrdwfcmanager,"Wi-Fi Calling",1,1.0.1
